text,label
Il va prendre la main de Risette.,10
Tendant la main à Molière.,6
"Air, Ton himeur est, Catherine.",8
"Antoine, Petit-Jean, Laforest, répètent les quatre derniers vers.",3
Elle lui donne une tasse de glaces.,10
"Air des Troqueurs : On ne peut trop tôt. (Noté N°, 6.)",8
Il place les deux hommes dans l'escalier.,11
À Licaste.,12
Revenant à Marie.,7
Il se retire dans un coin.,7
AIR : Quand le péril est agréable.,8
"Monsieur de Saint-Yves, à cette idée, frémit involontairement. Monsieur et Mademoiselle de Kerkabon, profitant d'un mouvement de sensibilité, s'approchent avec intérêt, lui montrant à leur tour les amants, et commencent en duo :",9
Même air.,3
"Air : Ma commère, quand je danse.",8
Louis Desnoyers paraît; il reçoit une balle dans la poitrine.,4
À Alcipe qui l'examine.,12
Il se met à la place de l'Abbé.,10
Air : Les cancans.,8
Parlant à son capitaine des Gardes.,12
Allant vers la pendule.,11
Sortant de l'or de ta poche.,5
À Valère,12
Le tonnerre continue.,9
"Autant que l'on sache, la fin de cette histoire est la suivante : L'empereur Valentinian poignarde Aétius le 21 septembre 454. Le 16 mars 455, deux soldats de la garde d'Aétius assassinent Valentinian. Maxime se fait proclamer empereur et épouse Eudoxe mais s’enfuit face aux Vandales. Le 31 mai 455, il est lapidé par la foule romaine. En juin, les Vandales mettent Rome à sac. Avec de nombreux habitants de Rome, Eudoxe est emmenée comme esclave en Afrique du Nord. Ainsi disparaît l’empire romain d’Occident tombé définitivement sous la domination des barbares. Aétius a été surnommé « le dernier des Romains ».",9
Il se dispose à s'en aller.,7
À ses Officiers.,12
À Cotys.,12
L'ours se lève sur les pattes de derrière.,0
Il prend une plume.,10
Toutes les jeunes filles se mettent à rire.,3
Il fredonne en sautant et en dansant.,3
Il va à Mlle Doligny.,7
À Étéocle.,12
Elle sort,5
Silence d'étonnement.,3
"Le théâtre représente d'un côté un verger, et de l'autre l'antre de la Sybille.",11
Et il la ferme.,10
À Montaigu.,12
Refrain.,8
"Les démons habillent Forestan d'une manière bizarre et ridicule, tandis que les magiciens et les autres démons dansent, les trois sorcières chantent.",10
Il lit sur un drapeau.,0
Hamilton continue toujours à presser les Conjurés à tuer Coligny.,3
Euclion revient.,7
"Elle fait un signe. Régina, vêtue de blanc, apparaît au fond de la galerie à gauche, chancelante, soutenue par les deux hommes masqués et comme éblouie. Elle aperçoit Otbert et vient tomber dans ses bras avec un grand cri.",9
Ariane sort.,5
À Floch.,12
[Antiope fait un aparté en pensant à Thésée].,2
À Saül.,12
À Attale.,12
Air : Il était charmant et bien fait.,8
TRIO,3
Aux Juges.,12
Dorval continue de se promener en rêvant.,7
CHANSON D'ARLEQUIN,8
"Cependant de ses mains hésitantes d'aveugle, il heurte le bord de la table. Alors, satisfait :",3
"Tableau. Les groupes se forment. Paul Féval essaye sans succès de gravir un mur. Marie Aycard tâche d'arrêter les chevaux d'une berline emportée ; il finit par prendre le numéro du postillon pour le faire mettre à l'amende. Pierre Zaccone et Elie Berthet ferraillent au coin de la borne. X. de Montépin se montre, pâle, à la fenêtre de l'hôtellerie, une bouteille à la main. Clémence Robert pousse des cris horribles en repoussant Ponson du Terrail. Le vieillard oppose au poignard de Gondrecourt une vigoureuse résistance, et il le tombe. La Landelle se noie.",9
S'asseyant à la table.,0
Les portes s'ouvrent ; les deux femmes entrent d'abord. Ismène s'appuie sur le bras de l'Abbé. Lisidor va au devant de Lucile qui suit avec Lisette.,0
L'ardoise arrive.,4
Ils se lèvent tous deux.,0
Lui rendant le portrait.,10
Il promène ses regards autour de lui.,0
"Air : elle prend la guitare, la pose à terre, s'assied sur le banc. L'Élève se met à genoux devant elle ; elle lui fait manger des fruits qu'elle tire de sa poche : elle lui donne à boire d'une liqueur qu'il recrache à l'instant la trouvant trop forte : il va à un arbre, en arrache un fruit, mord dedans, le trouve bon, et l'offre à Zélie. Elle le mange ; quand elle est prête à porter le dernier morceau à sa bouche, l'Élève le lui arrache, et le mange.",9
"On entend des cris affreux de cette femme et de l'enfant, il semble qu'on leur arrache la vie.",3
Il tombe auprès du corps de Clorinde.,0
Se riant de Tircis.,3
[Seule.],2
"AIR. Maman, qu'est-ce donc qu'ils faisaient !",8
Un Égyptien va quérir la malle.,10
"AIR. Donnez amants, mais donnez, bien.",8
Il tire un papier de sa poche en ayant l'oeil sur tous les mouvements de Sévère.,10
Le Marquis s'en va.,5
AIR : Oh ! que si.,8
"Alors Dieu montrera de la main le paradis à Adam, en disant :",0
Air : Ah ! Je sens que je suit un peu mieux.,8
À Monsieur de Cornanville.,12
Aux autres Citoyens.,12
Ordugno s'en va.,5
"Tonton, à genoux.",0
Mettant la main à l'épée.,10
Air : Je brûle de voir ce château.,8
Des sanglots l'étouffent.,3
Air : Une fille est un oiseau.,8
AIR : De la fanfare de Saint-Cloud.,8
À Lambert.,12
À Philinte.,12
Ils avalent une ample rasade de champagne.,0
À ce vers il se fait grand bruit derrière le Théâtre.,12
"Encore sous le charme, et qui par conséquent n'est point de ceux dont il est écrit : Post coitum animale triste.",3
Posément.,3
Air : De Dorilas.,8
AIR 98. Et vogue là galère.,8
"Il boit, et dit après avoir bu :",0
Elle tombe sur un gazon évanouie.,0
Il regarde au travers des arbres.,0
"Bacazar se jette aux genoux, de Leuxis.",0
Il prend la coupe.,10
Il jette ses papiers et s'enfuit par le fond.,10
Entrée de gondoliers et de gondolières.,4
Amintas s'endort.,0
À Sudmer.,12
Le Papillon entre.,4
Avec chaleur.,3
Bruit de clefs et de pas.,9
S'adressant à Epistenez.,12
"AIR. Dieu des âmes, etc. Noté N°5.",8
Il frappe à la porte.,0
Aux Gorgornes.,12
"Il y applique, à la hâte, quelques baisers ; en même-temps il produit de quoi leur faire face.",6
Le Marquis et le Comte sortent.,5
À Alcidamas.,12
"Air : Je suis Carmélite, moi.",8
Il s'accorde.,11
Il aperçoit Mezzetin.,0
La Peyrouse sort.,5
À Angéline.,12
Air : De Claudine.,8
AIR : Tandis que tout sommeille.,8
La cliente sort.,5
Air : J'ai vu le Parnasse des Dames.,8
"Elle présente à Lucile un livre, qu'elle fait trouver sous un de ses gobelets.",0
Il jette son rôle avec humeur sur la table.,10
"Fausse sortie de la part de Monsieur et Madame Dermont, chacun par une porte différente.",5
Odeïna porte pour tout vêtement un pagne qui la couvre de la ceinture aux genoux ; elle est parée de colliers et de bracelet en graines rouges ; la tête nue.,10
Air 136. L'autre nuit j'aperçus en songe.,8
Il montre son billet blanc.,0
À Iphise.,12
Don Juan assujettit l'échelle de cordes à la fenêtre ; puis il se retourne et trouve Marthe debout.,9
Le Ciel s'ouvre.,0
À Artaban.,12
À sa femme :,12
Air : De Weicht.,8
Merlin est vêtu en Abbé.,10
Elle examine le billet.,0
AIR ( Je vous avais cru belle. ),8
Il lui donne un papier.,10
Coup d'oeil à la montre.,0
Le théâtre représente un salon fort orné.,11
Alexandre s'en va avec Perdiccas.,5
Air : Charivari.,8
À Jean Poquelin.,12
Elle pose vivement sa tapisserie.,10
Le temple de Vengeance s'ouvre.,0
Silence encore.,3
L'inconnu : point de réponse encore.,3
Tous rentrent derrière les colonnes.,4
Il s'avance pour traverser les flammes.,11
Air. Que je regrette mon Amant !,8
Voyant Ségeste.,0
Ici Coryléon paraît.,4
Il roule Madeleine dans sa chambre.,6
Air 104 Vive Michel Nostradamus.,8
Le petit Marquis sort.,5
"Crésus, à Tirrène et à Trasibule.",12
"Ici l'on boit, et l'on prend quelques libertés, chacun selon son goût.",0
Elle sort par le soupirail.,5
Elle veut se retirer.,5
Elle agit en parlant.,7
Monsieur Mathieu sort.,5
Puis levant le casque à Cloriande.,0
Air 3 : Bannissons d'ici l'humeur noire.,8
Esculape et Morne chantent en forme de dialogue le récit qui suit et les autres le répètent.,3
Entrée de Monsieur Froment et de Mademoiselle Godefroi.,4
Air : Un Soldat par un coup funeste.,8
Maître Poquelin rassemble ses plumes et son écritoire.,10
Air : Quel désespoir !,8
Elle le baise à la bouche.,6
Observant Nérine.,0
Il leur prend les mains à tous deux.,6
Il baise amoureusement les deux fesses de la marquise.,6
Crispin sort.,5
Il feint de la frapper.,1
Air : Il faut des époux assortis.,8
Elles déposent la couronne sur une table.,10
Il se jette sur un fauteuil.,0
Elle montre une lettre qu'elle a faite pour Lucidor.,0
"Elle donne un papier de musique à Albert, et une lettre à Éraste.",10
Air 115 : Dans ces lieux tout rit fans cesse.,8
Il entre à gauche au fond.,5
Le comte sort par la gauche.,5
AIR 110 : Poursuivons jusqu'au trépas.,8
Entrée des Songes.,4
"Elle entre à gauche, pan coupé.",5
"Le théâtre change, la statue de Molière parait posée sur un piédestal, et la décoration représente un magnifique péristyle environné d'un bois de lauriers.",11
À Philipin.,12
Il prélude et fait plusieurs tons faux.,3
Amilaré répète une douzaine de noms.,3
Et regardant Crispin.,0
Au Portier.,12
Il veut se jeter ainsi que Léandre sur les deux sauvages. Mais ceux-ci les préviennent et les garrottent avec des cordes pour les emmener.,9
"Elle sort en regardant Zelmis, avec intérêt, et en poussant un soupir.)",5
Il s'adresse au docteur.,12
Éclatant en sanglots.,3
Il cherche dans ses cartons à dessins.,0
"Le théâtre représente l'intérieur d'une île à moitié volcanisée. Dans la profondeur, ou arrière-scène, une montagne jette des flamêches de temps à autre pendant toute l'action jusqu'à la fin. Sur un des cótés de l'avant-scène, quelques arbres ombragent une cabane abritée derrière par un grand rocher blanc, sur lequel on lit cette inscription, tracée avec du charbon: ""Il vaut mieux avoir pour voisin un volcan qu'un roi. Liberté . . . . Égalité."" Au-dessous sont plusieurs chiffres. Un ruisseau tombe en cascade, et coule sur le cóté de la chaumière. De l'autre part, la vue de la mer. Le soleil se lève derrière le rocher blanc pendant le monologue du vieillard, qui ajoute un chiffre à ceux déjà tracés par lui.",11
À Blaise.,12
À Francisque.,12
Plus fort encore.,3
"Air : Flon, flon.",8
En colère.,3
"Dans la salle, potin indescriptible : huées, sifflets aigus, cris d'oiseaux.",9
"Clarice, Lisette et Béatrix sortent.",5
Air : Dans un bois solitaire et sombre.,8
VI. COUPLET.,8
"À peine le jeune sauvage a-t-il disparu, que, du côté opposé, arrive Gilotin, ridiculement paré, et se disposant à entrer chez Monsieur de Saint-Yves. Mademoiselle de Kerkabon l'aperçoit et l'appelle ; il approche, et frappé des préparatifs de la fête, sans en deviner l'objet, il questionne les villageois et leur maîtresse, qui, tour à tour, se moquent de lui. Mademoiselle de Kerkabon lui fait entendre que d'après l'union projetée, il est honteux pour lui d'ignorer le motif d'une fête dont il devrait être l'ordonnateur. Étonné de cette réponse, il met ses besicles, fouille dans sa poche, en tire un almanach ( un Mathieu Lansberg ), qu'il consulte, y voit que la fête du jour est celle de sa prétendue, et, désespéré de l'avoir oublié, il parcourt la scène avec extravagance, se soufflette à droite et à gauche, et sort, en promettant de réparer bientôt sa faute.",9
Air : Accompagné de plusieurs autres.,8
Discours politique mais avec des rodomontades d'un magistrat tyran.,8
Il le porte à la dent.,6
Caritidès continue.,3
"Le théâtre représente les jardins des Rois de la Bactriane ; on y voit les traces d'un orage, qui les a ravagés, et qui vient de finir.",11
Il cherche dans un portefeuille.,0
Air : Ah ! qu'il est beau l'oiseau.,8
Il tire plusieurs bottes.,10
On fait la chaîne des mains.,6
Il lui baise tendrement la main.,6
Entrée de Divinités infernales et d'Esprits follets.,4
En chantant.,3
Elle éclate en sanglots.,3
Il frappe à la porte d'Isabelle.,0
Sire Maurice et Valori sortent.,5
Il penche la tête.,0
"Ici Octave et Scaramouche mettent le couvert à terre. On apporte plusieurs carreaux sur lesquels on s'assied, et lorsqu'on découvre les plats qu'un avait servis pour manger, on les trouve remplis d'instruments de musique tout différents , qu'Octave, Scaramouche, et les autres garçons cabaretiers prennent et dont ils jouent ; ce qui forme un concert fort agréable. Calmar et Élise dansent ; après quoi on fait tomber Calmar, et on l'emporte enveloppé dans la nappe ; ce qui finit le premier acte.",9
La scène représente une chambre de la maison du Père Ubu où une table splendide est dressée.,11
Il lui fait redresser la tête.,6
La Marquise arrive.,4
Air : La boulangère.,8
Il appelle Lisette.,3
Pasquin et les trois frères s'en vont.,5
ENVOI.,8
"Chambre très modeste. Au fond, alcôve et lit ; à droite, nu fond, placard ; à gauche, poêle; 1er plan à droite, table et miroir; le plan à gauche, fenêtre et table de travail.",11
Air 40 : Si dans le mal qui me possède.,8
AIR. De la Palisse.,8
Goûtant le vin.,0
Il prend la tasse de glaces.,10
D'une voix caverneuse.,3
Il lui met la main sur le genou.,6
En lui offrant la sienne.,10
"Air : Réveillez-vous, belle endormie.",8
Montrant l'autre vieillard.,0
CANTIQUE de la troupe.,8
À Pierrette.,12
"Le théâtre représente la salle du congrès, les galeries sont vides, les députés sont sur leurs banquettes, le premier secrétaire est au fauteuil, il voit arriver Laurens, il lui cède le fauteuil du président, et va reprendre sa place de premier secrétaire.",11
Mettant le bandeau.,10
"Air 3 : Réveillez-vous, belle Endromie.",8
Entre Adrien.,4
Un Autel est dressé sur le rivage.,11
Il met le livre en travers de la vitre et s'assied auprès.,10
"Le Baron est assis plongé dans la rêverie la plus profonde ; la Baronne entre avec le Président, qui lui donne la main. Le Baron ne les voit point entrer. La Baronne parle à son mari d'un ton aigre et dédaigneux, et en prend un doucereux lorsqu'elle adresse la parole au Président.",9
Le Prince et Laure se jettent aux pieds du roi.,0
Air. Trois enfants gueux.,8
"ET COMBATTRE POUR ELLE,",8
Il s'approche encore.,7
Madame Raquin s'assoit.,0
Ici Laforêt entre.,4
D'une voix plus élevée.,3
Désignant du geste les assistants.,0
Le Roi étant sorti.,5
Prenant sa veste sous son bras.,10
"Air : Votre cour, aimable Aurore.",8
À Télamire.,12
AIR : Sous le nom de l'amitié.,8
Ils prodiguent tous leurs soins à la grand'mère.,6
Il montre l'Ordre de la Jarretière.,0
Montrant et faisant arser son épée.,0
Il prend Angélique.,12
Salle d'honneur dans le Palais du Roi.,11
Tout en marchant vers la porte.,7
"AIR. Tu croyais, en aimant Colette.",8
Il aperçoit Carlin.,0
Parlant de Totinet et Tricolor.,12
AIR. Si ma Philis vient en vendange.,8
Quand Hélène est sortie.,5
Air. Sans le savoir.,8
Avec emphase.,3
AIR : Du serin qui te fait envie.,8
Ils répètent ensemble ces derniers vers.,3
Avec une raillerie douce.,3
AIR : Valse de Giselle.,8
"Zéthès, Calaïs et Orphée s'enfuient.",5
À Thomas.,12
Un rire.,3
À Acajou.,12
TROISIÈME ENTRÉE. ANACRÉON et POLYCRATE.,8
Autre AIR.,8
"Des loueurs de boule l'arrêtent pour mesure un coup, dont ils font une dispute. Il se défait d'eux avec peine, et leur laisse danser un pas, composé de toutes les postures qui sont ordinaires à ce lieu.",9
"L'Ombre de Tirésie paraît, avec les habits de prêtre, et le sceptre d'or à la main, comme Homère l'a peint dans l'Odissée.",4
Puis parlant haut.,3
Il sort avec quelques sénateurs de son parti.,5
Elle se dirige Vers le téléphone.,7
À Saint-Castin.,12
Arnolphe quitte Horace pour aller embrasser Oronte.,6
Il lui offre la bourse.,10
Il l'embrasse à la dérobée.,6
"Un silence. Laurent fait quelques pas; puis il sort vivement par la porte du fond, comme pris d'une idée subite.",3
Il montre sa bouche.,0
Les Monstres et les Démons s'unissent pour le supplice d'Amadis.,3
Air : Trembleurs,8
Refrain,8
"Ils se battent tous les trois, Polichinelle est chassé par Valère qui te poursuit.",1
Les sénateurs sortent.,5
Elle donne le mémoire à Nestorine qui le déchire sans regarder.,10
"Il écarte d'un geste formidable les soldats et les princes, marche au fond du théâtre, franchit en deux pas le degré de six marches, saisit de ses deux poings les créneaux de la galerie, et crie au dehors d'une voix tonnante.",9
"À chacun des objets demandés, Clabaud exprime sa joie extrême par des gestes de vive approbation.",3
Elle prend la main de l'aîné.,6
"Air : Attendez, mois sous l'orme.",8
AIR : Avec les jeux dans le village.,8
"Ninette saisit le pantin, tire les cordes, mais elle ne peut pas le faire aller. La première petite Fille et Henri veulent lui indiquer comment il faut s'y prendre, elle les repousse.",9
À Créon.,12
"A Tersky, d'un ton sévère.",12
"Il se lève, s'approche de la fenêtre et regarde dans la nuit.",0
À Doligni fils.,12
"Doralie vient au théâtre par un côté, et Hypérie par l'autre.",4
Ils se donnent des coups de bâton.,1
Elle s'est assise sur le pouf.,0
Au peuple Français.,8
Air : Non ; je ne ferai pas.,8
Au Comédien.,12
Il repasse à droite.,7
Lettre de Tigrane à Polixène.,8
Il heurte à la porte de Manon.,0
"Air 84 : Une faveur, Lisette.",8
AIR : Du Vaudeville de la Rosière.,8
Il lui donne de la bouillie.,10
Louis reçoit les six francs.,10
Il sort avec sa fille.,5
Il dit à Isabelle.,12
BALLETS.,8
L'Élève la caresse.,6
Air. Quand je tiens de ce jus Octobre.,8
Albin sort.,5
"Là, ils s'embrassent.",6
Arbres et rochers sur une hauteur. - Chemin creux au fond.,11
Roulement de voiture au dehors.,9
À Thélame.,12
"Desgranges s'asseoit en riant, La toile tombe.",0
AIR : R' lantamplan tirelire.,8
"Ils s'asseyent à table dans l'ordre suivant, en commençant par la droite : Molière, Chapelle, Mignard, Lulli, Despreaux, La Fontaine.",0
Il les baise.,6
"Air : Amis, sans regretter Paris.",8
Monsieur d'Armancé sort.,5
"Ismène met deux Louis dans la boîte de Robin, et Robin qui fait ses efforts pour en faire tomber quelqu'un, voyant qu'il ne le peut, parle en lui-même si justement au sens d'Ismene, qu'elle croit qu'il réponde à ses demandes.",9
Nombreuses demandes.,8
Air : Vous avez bien de la bonté.,8
Il disparaît de nouveau.,5
Air : Voulez-vous savoir qui des deux.,8
Elle laisse tomber la lanterne.,10
Les Turcs répètent les mêmes vers.,3
STANCES EN FORME D'ÉPILOQUE.,8
Il prend la bouteille.,10
Filène sort.,5
À Arsène.,12
Levant le casque à Olympe.,10
Air. N'aurais-je jamais un amant ?,8
Elle lit le billet.,0
À Monsieur le président Hénault.,12
Lucrèce et Béatrix sortent.,5
Et puis à part.,2
Il se fouille partout.,0
"Un orage d'été, pluie, éclairs et tonnerre.",9
Le château se referme.,10
Air : Du manchon.,8
Gavot l'embrasse de nouveau.,6
Il arrive deux songes.,4
"Le lui montrant, il dit.",0
Léandre s'avance pour se livrer au Gougou.,7
À Liou-li.,12
Il donne des coups de bâton à Polichinelle.,1
Air : Il était une fille.,8
Le théâtre change et représente les lieux préparés pour les noces de Persée et d'Andromède.,11
Il le tire de son sac.,10
"Quoi qu'il soit chez elle, il feint par une ambassade d'être éloigné, son Ambassadeur la trouve avec la Princesse sa Favorite s'entretenant de sa résolution qu'elle a faite, de ne partager par aucun mariage l'autorité de son Royaume.",9
En embrassant Scarron.,6
AIR : Un homme pour faire un tableau.,8
À Madame Abraham.,12
Une tapisserie se tire.,11
Voyant rire Momus et Sosie.,3
Au garde.,12
AIR 8. Je reviendrai demain au soin.,8
"AIR : lon lan-la, derirette.",8
"Il paraît, la serviette nouée autour du cou.",4
Elle range le fauteuil et le tabouret.,11
Les Gardes s'éloignent.,7
Montrant la mule.,0
Il montre le coin de son oeil.,0
"À Sophocle, Eschyle et Euripide.",12
Le théâtre représente les enfers.,11
Elle ôte promptement son bonnet.,10
À la Vieille.,12
À Frontin.,12
Darie s'en va.,5
Ils prennent des sièges.,0
Il se jette à ses genoux. Il lui baise la main.,0
Ils sortent par les deux côtés opposés.,5
Tandis qu'il lit.,0
Il met la main sur la garde de son épée comme pour s'en frapper.,1
Les sénateurs se séparent de Céthégus et de Lentulus-Sura.,7
"Le Menuet fini, à Madame Befor.",12
"Pyrrha désigne encore ici, plus fort que la première fois, qu'elle ne saurait parler.",3
"Le théâtre représente une maison rustique. D'un côté une pile de sabots, de l'autre les outils d'un sabotier et plusieurs pièces de bois brut ; sur une table un berceau doucement agité par le vieillard assis auprès ; la femme au milieu tournant du fil au rouet ; le mari, assis à un côté du théâtre, lit une brochure avec intérêt. On remarque dans le fond une armoire.",11
Il donne un coup de Poignard à Coligny.,1
AIR : Des Folies d'Espagne.,8
Ces deux derniers dans le fond du Théâtre.,11
Air. Cela m'est bien dur.,8
"Le duc de Guise et tous les autres courtisans mettent un genou en terre, en croisant leurs épées. Ils restent dans cette position pendant le discours du cardinal de Lorraine.",0
Valcour pousse vivement Florval.,6
"AIR. ( Amis, sans regretter Paris. )",8
Gontran entre.,4
Apercevant Laurence qui se tient au fond.,0
Air : J'ignore quelle est ma naissance.,8
Sortent maître Blazius et dame Pluche.,5
Érante voyant sa lettre.,0
Les jeunes filles s'approchent d'Antoinette.,7
Ils environnent Warwick.,0
Montrant ses tétons.,0
Elle rejoint les autres jeunes filles.,7
AIR. [ J'entends déjà le bruit des Armes. ],8
Un salon. — Portes latérales et au fond.,11
Aux prêtres et aux prêtresses.,12
"Les Violons, Hautbois, Paysans et Paysannes occupent les deux côtés du Théâtre.",11
À Lyse.,12
"Un Paysan de Domfront arrive sur ses entrefaites, et dit qu'il cherche le Docteur Balouard. Le Docteur se fait connaître, le Paysan lui rend une lettre de Colin, Fermier de Domfront.",9
Alain sort.,5
"Il se met le doigt sur le coeur, et il montre celui de Madame Thomas ; ce qu'il fait deux ou trois fois de suite.",0
À ce moment les quatre personnages sont placés dans l'ordre suivant : Paturon 1. Alfred 2. Philomèle 3. Gigolet 4. Les trois derniers sont au fond devant la porte.,11
AIR. Viens dans ma cellule.,8
"Il s'éloigne avec Piracmon et quelques-uns des gardes du gouverneur, qui l'emmènent.",7
Entre Mauvillain.,4
Après avoir écrit.,0
À Tebaldeo.,12
Le faisant sortir.,6
En indiquant Zoïlin.,0
Elle achève de cacheter le paquet.,10
"Drelin, drelin.",0
Elle va regarder à la fenêtre.,0
À de Valmon.,12
Il montre le cabinet vitré.,0
"Elle garde le silence et reste plongée dans, ses réflexions. Édmond a aussi l'air de méditer, mais il ne pense à rien, et fredonne un air de la Gazza. La calèche roule toujours, et on arrive au relais de Villeneuve-la-Guyard. Même silence jusqu'à celui de Pont-sur-Yonne.",9
Entre le Grand Bibi.,4
Redoublement d'attention.,0
"Un pas de deux, commencé doucement, gradué avec art, et terminé avec chaleur : conduit enfin cette scène au degré d'expression nécessaire à l'intelligence de la scène suivante. Vers la fin du pas, Kerkabon ne se possède plus d'amour. Il oppose la force à la résistance, poursuit son amante, le regard enflammé, parvient à la saisir, et profitant de ses avantages, lui ravit un baiser. Au commencement de la course, Gilotin a paru sur la seconde colline, et craignant l'enlèvement de sa prétendue, sans oser s'y opposer, il est retourné sur ses pas. Ici, ( c'est-à-dire, à l'instant où la jeune amante est saisie, où le baiser va être pris, ) arrivent par la même colline Monsieur de Saint-Yves, Monsieur de Kerkabon et sa soeur, tous trois appelés par Gilotin, qui, les rendant témoins de ce qui se passe, leur fait compliment du respect avec lequel le cher neveu traite sa future.",9
"Quand elle ne paraît plus, il se met à éclater de rire.",3
"Air : Que je chéris, mon cher voisin",8
Tirrène et Trasibule sortent.,5
Montrant Isabelle.,0
Au Bon-Sens,12
À Justine.,12
Lazarille sort.,5
Air : Que je regrette mon amant.,8
Elle rentre dans sa chambre.,5
Il met son manteau.,10
En prenant l'étoffe qui est entre les mains de Manette.,10
Elle abaisse le rideau.,11
On entend un bruit de cors.,8
Il regarde par la fenêtre qu'il a ouverte.,0
Le Lord Houzey place son chapeau de la même manière que le Marquis.,10
À Ernest.,12
"Air : Ma Mère, j'ai dix-sept ans.",8
Il regarde le billet d'Arlequin.,0
Au comte.,12
La marquise sonne.,0
Il tire son dîner.,10
Apercevant le livre que tient Madame Chameroy.,0
À Haegée.,12
"Il remet son bas doucement, en disant.",10
À Pinel.,12
À Olympion.,12
Elles sont en habit d'homme.,10
À Madame Hébert.,12
À Madame Robert.,12
Il lit l'inscription du portrait.,0
Elle baise les vers de Polidor.,6
"AIR 47 : Robin, turelure lure.",8
Tamarin tire un billet.,0
Illo paraît avec des soldats.,4
Montrant Alison.,0
À Achitophel.,12
Il échange de côté.,11
Entrée de ballet de quatre Pantomimes.,4
Elle sort avec Carite.,5
"AIR, Qu'importe, qu'importe ?",8
AIR. La mort pour les malheureux.,8
Air 56 : Pour passer doucement le vie.,8
"Air : Nous autres, bons villageois.",8
Il embrasse sa femme.,6
Il les chasse.,6
Poussant l'abbé.,6
Il frappe de nouveau des mains.,9
À l'Aîné.,12
Plutus ouvre le sac.,0
À Mademoiselle du Parc.,12
"AIR : Belle brune, belle brune.",8
Récit de la belle Égyptienne.,8
Il prend du lait.,0
Regardant Julie qu'il surprend dans la rêverie.,0
LA MARCHANDISE DE MAUVAIS DEBIT,8
À Achas.,12
Montrant Julie.,0
Frontin part.,5
La scène rechange encore.,11
Il s'avance.,7
Entrent le Capitaine et le Gouverneur de la place de Québec.,4
"Le théâtre représente une rue de Séville, où toutes les croisées sont grillées.",11
Se fouillant.,0
MAJEUR.,8
Il lit bas.,3
À Florimond.,12
Le théâtre représente un lieu enchanté.,11
Apercevant Lucidor.,0
Il sort avec Albin.,5
Air : De Piron.,8
Il sort suivi de ses officiers et Convictolitan reste le dernier.,5
Le même Salon qu'au premier Acte.,11
En se frappant le front.,1
Aux trois Dames.,12
Il reprend son air sérieux.,3
En dedans :,11
À Ninon et à Molière.,12
Il baise la main de Perrine.,6
À Band'alaise.,12
À Catilina.,12
LETTRE SUPPOSÉE DE Clorinde à Amédor.,8
Air 170. Ouïstanvoire.,8
Il regarde toutes ses lettres de recommandation.,0
Il lui tâte le pouls.,6
Premier Entracte.,4
Il lui prend la main.,6
Gilles rit de toute sa force.,3
"Tous se retirent, hormis le Roi et la Comtesse.",5
À Iphigénie.,12
Entrée de l'ours. Mouvement dans la salle.,4
Il tire son épée nue.,1
Il va ouvrir doucement la porte de Rosine.,0
Suite de l'air précédent.,8
À Apollon.,12
AIR : Va-t-en voir.,8
AIR. Je vous la gringole.,8
Le théâtre se referme.,10
"Les burgraves baissent la tête avec une sombre expression d'abattement, d'indignation et d'épouvante. Il poursuit.",3
Il lui donne la quinze louis.,10
Le garçon sort.,5
Le paravent s'ouvre.,0
"COSTUMES. IDAMIR. Bleu céleste et or à bandes, carquois d'or, pennons de flèches, blancs. OTAMBO. Blanc et pourpre; bonnet de peau blanche, orné de plumes blanches ; soleil d'or fur la poitrine, soutenu par un collier de coquillage ; bâton d'or, surmonté d'un soleil. ESRAIM. Bleu céleste, avec des fleurs ; carquois d'argent ; pennons de flèches bleues. LOUIS. Blanc, et feuilles de peuplier ; cheveux épars ; ceinture herminée ; collier de coquillages blancs et roses. FLORIDA. Argent et rose à bandes ; cheveux entrelacés de plumes blanches ; couronne de roses ; collier et pendants de coquillages roses et blancs ; bras nus, ornés de coquillages noirs. KOAHOEE. Peau, de marthe ; carquois de bois de dentelle, garni d'argent ; pennons de flèches roses ; calumet de corail, orné de plumes, de fleurs et de coquillages. VIEILLARDS. Comme Otambo, excepté le soleil, et à la place du bâton d'or, un bâton blanc. FEMMES. Rose et blanc ; cheveux entrelacés de plumes roses ; couronnes de fleurs blanches ; bouquets d'une main, et portant une longue guirlande. ILLINOIS. Comme Roanoke, excepté l'argent et le calumet ; des javelots. CHÉROKIS. Comme Idamir ou Esraim, excepté l'or et l'argent des javelots. On voit des Chérokis dans des pirogues, aborder le rivage. Ils remplissent le fonds du théâtre, et la droite et la gauche du fonds. Otambo est fur le premier degré du tombeau, ayant douze Vieillards à ses cotés.",10
"AIR 24. ( Je le crois bien, je n'en crois rien. )",8
Montrant sa femme.,0
Elle va s'asseoir où elle était au commencement.,0
Se retirant.,7
À Polidor.,12
Elle marche comiquement.,7
TRADUCTION DU TRIO ITALIEN.,8
III. COUPLET.,8
Diane va le quérir.,6
Voyant paraître le Lord Houzey,0
Visitant toujours sa malle.,0
À l'exempt.,12
Chomprè sort.,5
Au Philosophe.,12
"Air : Intégrité, franchise.",8
D'un ton pénétrant.,3
