À la Fortune.|toward
À la Renommée.|toward
À l'Amour.|toward
Dans le temps que Mars et les autres Divinités qui ont paru dans le Prologue, s'avancent dans le temple, pour en mieux examiner les beautés, la Musique sort d'un des côtés du Théâtre, avec un Livre de Tablature à la main. Elle est suivie des Arts, tant Libéraux que Mécaniques, que sont l'Agriculture avec un habit couvert d'Épis d'or, et tenant une Bêche ; la Navigation, vêtue d'un Taffetas de la Chine, à la manière des Matelots ; l'orfèvrerie, chargée de Chaînes d'or et de pierreries ; la Peinture, tenant une Palette et un Pinceau ; la Guerre, une Épée ; la Géométrie, un Compas ; L'astrologie, un Globe ; la Sculpture, un Ciseau. La Comédie paraît de l'autre côté, tenant un Masque, et accompagnée des Plaisirs. La Chasse, qu'on met ensemble au nombre des Plaisirs et des Arts, se fait voir la première revêtue de vert et tenant un dard. La Mascarade la suit bizarrement habillée, avec un Cornet à la main. On voit ensuite la Pêche qui tient une Ligne ; La Paume, une Raquette ; le Jeu, des Cartes ; La Bonne chère, un Flacon d'Or ; et la Danse, une Poche. Après avoir par quelques figures, et par leurs différentes actions, donné des marques de ce qu'ils représentent, la Comédie et la Musique chantent ensemble le Dialogue suivant.|narration
DÉCORATION DU Ier ACTE. Le théâtre du Prologue fait place à une Décoration moins régulière, mais qui dans son irrégularité ne laisse pas d'avoir des beautés qui plaisent également à la vue. Elle représente une Plaine, où diverses Ruines marquent les restes de quelques Palais démolis, et le tout dans une si agréable variété, qu'elle n'a aucune partie qui ne fasse paraître quelque chose de différent. Au bout de cette plaine on découvre une Montagne d'une grandeur prodigieuse. Elle est fertile dans le bas en Plantes et Fleurs bâtardes ; et à mesure qu'elle s'élève, elle devient aride, formant des Rochers peu remplis de verdure, et entrecoupés de chemins. Le sommet laisse voir un Palais ruiné et désert, avec un grand Horizon tout autour, en sorte que la Montagne est isolée, et paraît naturelle aux yeux.|setting
CHANSON DU PREMIER SATYRE.|music
CHANSON DU SECOND SATYRE.|music
DÉCORATION DU IIe ACTE. L'Art et la Nature ont également part à ce qui fait la décoration de cet acte. Cette grande montagne qui a paru dans le premier, s'abîme d'une manière aussi surprenante qu'elle s'était élevée, et laisse paraître en sa place un Jardin rempli de berceaux, de fontaines, de plantes, de fleurs, de vases, sur lesquels sont des Enfants montés sur des cygnes qui jettent de l'eau. On y voit encore d'autres vases de porcelaine, de terre ciselée, et de marbre blanc. Les ornements en sont d'or, et ces vases sont remplis d'orangers, d'arbres fruitiers, et de fleurs naturelles.|setting
Florise et Astérie rentrent.|entrance
À Glaucus.|toward
Les dix statues de bronze qui servent de supports au berceau commencent à remuer.|action
DÉCORATION DU IIIe ACTE. Le magnifique Jardin qui a servi de Décoration à l'Acte précédent, fait place à un superbe Palais, dont l'Architecture est d'ordre Corinthien, avec les Frises et Corniches. Les Palastres sont de lapis veiné d'or. Une balustrade règne au-dessus en forme d'Attique. La masse du Palais est toute de marbre blanc, avec les chapiteaux des pilastres et les bases d'or. On voit sur des piédestaux qui sortent en saillie, des vases d'or, de lapis, et de marbre ; et au bout de ce Palais on découvre un Jardin, avec ses ornements d'Arbres, de Fleurs, de Jets d'eau, et de Fontaines.|setting
On voit paraître un singe.|entrance
Les trois singes font ici quelques sauts.|action
Ici on voit descendre Vénus dans son Palais, dont l'Architecture est composée et ornée de quantité d'Amours qui soutiennent la Corniche. Ils sont de marbre blanc jusqu'au milieu du corps, dont le bas se forme en Fleurons d'or, et se termine en Consoles enrichies d'ornements aussi d'or. Ils portent sur leurs têtes des Paniers de Fleurs, d'où pendent de grands Festons qu'ils retiennent avec leurs mains, en sorte qu'ils retombent entre les feuillages de leurs queues, et font une chute sur la Console. Le piédestal se trouve directement dessous, orné de Panneaux d'azur veiné d'or. De grands Festons de fleurs tombent du milieu des frises, dans lesquelles d'espace en espace sont peints des coeurs percés de flèches, avec des carquois et d'autres ornements. L'Optique représente deux Amours de même symétrie que les autres avec un Berceau soutenu par quatre Amours en forme de Termes qui le supportent. Il est fait de Feuillages et de Jasmins, au milieu desquels on voit une Table de marbre blanc, remplie de Corbeilles de Fleurs, et de Vases. Tandis que Vénus descend dans ce magnifique Palais, On chante les Paroles suivantes.|narration
DÉCORATION DU IVe ACTE. >Cet Acte qui se passe dans le lieu le plus désert du Palais de Circé, n'a point d'autre décoration que de grands Arbres touffus, qui forment un bois dont l'épaisseur semble être impénétrable à la clarté du Soleil.|setting
Florise et Astérie sortent.|exit
À Silla.|toward
CHANSON DE LA DRYADE.|music
Les Furies disparaissent.|exit
Le Soleil parait dans son palais. Ce palais est d'or, composé avec des colonnes torses d'or poli, qui sont revêtues de branches de Laurier qui les environnent, de couleur naturelle. Les chapiteaux sont d'or fin ciselé, et les bases des colonnes de même matière, aussi bien que la frise et la corniche. Le corps du massif de ce palais est de pierres précieuses, et tous les piédestaux de marbre blanc, au milieu desquels on voit de gros Rubis. Les panneaux sont enrichis de veines d'or sur un fond de lapis. Au-dessus de la Corniche on voit, dans une espèce de petite Attique d'où naissent les cintres, des lires d'or, avec plusieurs ornements ; et dans le milieu des voûtes sont peints de grands Soleils d'or poli, avec quantités d'autres ornements. L'Optique de ce palais est toute transparente, et jette un éclat qui éblouit.|narration
DÉCORATION DU Ve ACTE. Une longue Allée de Cyprès qui forment une Perspective très agréable à la vue, succède au Lieu désert qui a paru dans l'Acte précédent.|setting
Silla sort.|exit
Mélicerte sort.|exit
On voit ici paraître Jupiter dans son palais, qui est d'une architecture composée. Elle forme de grands piédestaux, sur lesquels sont en saillie des Aigles tout rehaussés d'or fin, qui supportent une Corniche solide, dans la frise de laquelle sont peintes des pommes de pin d'or ciselé. Au-dessus de la corniche se forment des cintres surbaissés, enrichis de quantités d'ornements, avec des festons d'or qui pendent au-dessous des cintres, et s'attachent au milieu et aux angles. Toute la masse du palais est peinte de deux manières différentes, aussi bien que les corniches et les piédestaux : l'une est de porphyre, et l'autre de lapis. Au milieu des piédestaux sont de gros festons de feuilles de chêne d'or ciselé. On voit dans le fond du palais un tronc tout d'or, et orné de pierres précieuses.|narration
Les faunes, les sylvains, les dryades, et les autres divinités champêtres, se mêlent ensemble par différentes figures qui sont accompagnées des chansons suivantes, dont la première fait voir, par l'exemple de Glaucus, que la froideur des eaux est un vain obstacle contre les feux de l'amour.|narration
Ce choeur étant fini, les faunes et les sylvains témoignent leur joie par des sauts surprenants ; et les divinités de la mer, accompagnées de plusieurs fleuves,donnent pareillement des marques de leur allégresse par plusieurs figures extraordinaires ;ce qu'ils font à différentes reprises,et même après les deux premiers couplets de la chanson suivante.|narration
Les faunes et les sylvains recommencent leurs sauts, qui sont accompagnés de postures surprenantes ; et pendant qu'un choeur de divinités chante les vers suivants, les fleuves et les divinités de la mer font plusieurs figures différentes, en se mêlant avec le choeur.|narration
À Cecile.|toward
Le Comte lui donnant son épée.|object
Crommer paraît avec de la suite.|entrance
Il parle à une suivante de la Duchesse.|toward
Le Comte de Salsbury entre.|entrance
À Carlin.|toward
À Olimpe.|toward
Virgine rentre.|exit
À Virgine.|toward
À Virgine bas.|toward
À Lucrèce.|toward
Oropaste sort.|exit
À Don Alvar.|toward
À Isabelle se touchant le front avec la main.|toward
Comme Don Alvar est à demi sorti de la chambre d'Isabelle, Don Bertran détourne la tête, ce qui oblige Don Alvar d'y rentrer, et Don Bertran continue.|narration
Il se laisse tomber et éteint la chandelle.|object
Guzman entre.|exit
À Guzman.|toward
Guzman rentre.|exit
Ici, Don Bertran paraît qui les écoute.|entrance
Il s'éloigne comme pour s'en aller.|movement
À Don Fernand.|toward
À Don César.|toward
Béatrix rentre.|exit
Don César reçoit la main d'Isabelle.|interaction
Don Pascal s'enfuit.|exit
À Célie.|toward
Béatrix sort.|exit
À Clarin.|toward
Isabelle entre dans un petit cabinet.|exit
Don Fadrique et Don César sortent.|exit
À Lucrece.|toward
À Don Louis.|toward
À Léonor.|toward
À Leonor.|toward
À Léonard.|toward
À Philipin.|toward
À Don Juan.|toward
Il lui rend le diamant.|object
Il s'éloigne toujours.|movement
Apercevant Don Juan.|action
Montrant son genou.|action
S'interrompant, en voyant Don Juan prêt à se fâcher.|action
À Sganarelle.|toward
À Charlotte.|toward
À Sganarelle|toward
À la statue.|toward
Don Juan se retire.|exit
À Elvire qu'il voit entrer.|toward
Il prend un morceau dans un des plats qu'on apporte, et le met dans sa bouche.|action
À la Violette qui lui veut donner une assiette blanche.|toward
Bas à Pascale.|delivery
À Fédéric.|toward
Il commence à se montrer l'épée à la main.|aggression
Aux Soldats.|toward
À Laure.|toward
Il montre Fédéric.|action
Sanche rentre.|exit
Flore et Blanche rentrent.|entrance
Blanche revient.|movement
DÉCORATION DU PROLOGUE. La Décoration est une Montagne toute de rochers, aux côtés de laquelle on découvre plusieurs Arbres, avec cette différence, que les Montagnes qui ont été vues jusqu'ici au Théâtre, sont d'une peinture plate qui représente le relief, et que celle-ci est d'un relief effectif. C'est en ce lieu que Thalie, qui est celle des Muses qui préside à la Comédie, rencontre le Génie de la France, avec qui elle s'était déjà déclarée sur la peine où elle se trouvait touchant quelque Nouveauté qu'elle avait dessein de faire paraître, et comme elle ne pouvait sortir d'embarras par elle-même, elle lui adresse les Paroles suivantes.|setting
Les arbres qui ont paru sur la montagne, s'en séparent, et forment successivement des buissons, des allées et des berceaux.|setting
CHANSON ITALIENNE DU MORE.|music
BILLET.|music
La Comtesse lui donne un diamant.|object
Il fait signe à des paysans qui s'avancent, et qui forment un berceau composé de dix figures isolées en forme de termes de bronze doré, cinq de chaque côté, l'une d'homme, et l'autre de Femme, tenant chacune en l'une de leurs mains un bassin de porcelaine rempli de toute sorte de fruits en pyramide. Ces figures depuis la ceinture, se terminent en gaines, et ces gaines sont environnées de pampres de vigne chargés de raisins. Chaque figure est portée sur son piédestal de marbre d'Orient, où il y a de petites consoles dans les saillies qui soutiennent des porcelaines de différentes manières, remplies de pyramides de fruits aussi beaux que les autres. Du milieu de ces consoles pendent des festons de fleurs. Toutes les figures de ce berceau portent sur leurs têtes de grands vases de porcelaine qu'elles soutiennent d'une main et qui sont remplis en confusion de fleurs naturelles. Les cintres naissent de ces fleurs, et ornent des Figures cintrées de différentes manières de verdure coupée, d'où pendent des festons de fleurs, et de toile d'or. L'optique de ce berceau où devrait être un buffet, est d'une manière toute extraordinaire. On y voit plusieurs degrés de gazon, et sur le plus élevé paraît un Bacchus tenant d'une main un vase d'or, et de l'autre une coupe. Il est environné de plusieurs vases d'or et d'argent. La Déesse des fruits est à son aile droite, et à sa gauche Cérès tient dans une corbeille ce qui est de son ministère. Flore est un peu plus bas. On voit à ses côtés de grandes corbeilles de fleurs, et comme elle en tient encore beaucoup, on connaît qu'elle en couvre tout le gazon qui l'environne ; ce qui se remarque par celles qui sont déjà sur ce gazon. Au-dessous de Flore on voit l'Abondance avec deux cornets qu'elle vide dans deux corbeilles que tiennent deux Satyres qui sont sur un degré plus bas, à demi courbés, et en posture de Gens qui reçoivent. Entre toutes ces figures paraissent Pan et Sylvain, accompagnés d'Orphée qui tient son Luth, et les deux autres des flûtes. Le tout est fini par un degré de gazon, aux deux bouts duquel il y a deux scabellons fort riches ; et portant chacun un grand vase d'or ; de sorte que sans avoir dressé un Buffet de la manière ordinaire, on en voit paraître un beaucoup plus beau ; et auquel il ne manque rien, puisque Bacchus et Cérès y apportent ce qu'on peut attendre d'eux, et que Flore elle-même prend soin de le venir orner.|narration
La Comtesse s'avance avec Olimpe et le Chevalier vers les Corbeilles de Fruits ; et tandis que chacun choisit ce qui flatte le plus son goût, les Paysans qui ont ordre de divertir la Comtesse, après avoir fait quelques figures pour marquer leur joie, font un Jeu avec des Bâtons, et l'ont à peine fini, que sans sortir du lieu où ils sont, ils paraissent tous en un moment vêtus en Arlequins, et réjouissent la Comtesse par mille figures plaisantes.|narration
Ils prennent tous place, et ils ne sont pas plutôt assis, qu'on fait rouler vers eux un Théâtre dont le devant est orné d'un fort beau tapis où pend une très riche campane. Ce théâtre représente une chambre. Au-devant des deux premiers pilastres qui sont de chaque côté, il y a deux guéridons faits en Maures, portant chacun une girandole. Au-dessus de la corniche de ces pilastres qui sont fort enrichis, on voit deux corbeilles de fleurs. La frise qui règne sur la façade, représente deux grandes Consoles d'or, avec des festons de fleurs qui ceignent le fronton ; et entre les deux consoles il y a un Rond orné d'une Bordure dorée, dans lequel on voit une médaille. La suite de la chambre est enrichie d'arcades, de pilastres, de panneaux remplis d'ornements différents, de coloris, de festons de fleurs, de porcelaines, de vases d'or, d'argent et de lapis, et d'ovales percées à jour. Dans cinq arcades ou niches, qui sont d'azur rehaussé d'or, on voit cinq Statues toutes d'or, représentant des Amours ; et dans le fond de la chambre il y a encore deux guéridons comme les premiers, garnis pareillement de Girandoles. De fort riches ornements en embellissent le plafond ; il est percé en cinq endroits, d'où sortent cinq lustres. Plusieurs esclaves magnifiquement vêtus marchent au-devant de ce théâtre, et semble le conduire quand il s'avance.|setting
Ariarate sort.|exit
Sévère sort.|exit
À Constantin.|toward
Il tire un poignard dont il se tue.|aggression
Le théâtre représente un lieu rustique, embelli par la nature, de rochers et de cascades.|setting
Le théâtre représente une Place publique, ornée d'un arc de triomphe, de statues, et de trophées sur des piédestaux.|setting
Le théâtre représente un vestibule, orné d'un grand portique.|setting
Le théâtre représente un lieu destiné aux évocations de Médée.|setting
Il paraît tout à coup une troupe de démons.|entrance
On entend un bruit souterrain.|narration
Médée prend du poison dans la chaudière, et le répand sur la robe.|object
Le théâtre représente l'avant-cour d'un palais, et un jardin magnifique dans le fonds.|setting
ENTRÉE DES FANTÔMES.|entrance
Les fantômes disparaissent, et les Gardes charmés de leur beauté abandonnent le Roi pour les suivre.|exit
Le théâtre représente le Palais de Médée.|setting
Médée fend les airs sur son dragon, et en même temps les statues et autres ornements du palais se brisent. On voit sortir des démons de tous côtés, qui ayant des feux à la main embrasent ce même palais. Ces démons disparaissent, une nuit se forme, et cet édifice ne paraît plus que ruine et monstres, après quoi il tombe un pluie de feu.|narration
À Attale.|toward
À Annibal.|toward
À Flaminius.|toward
À Briseis.|toward
À Briseis qui paraît.|toward
Achille sort.|exit
À Électus.|toward
À Laetus.|toward
À Marcia.|toward
Elle lui montre les Tablettes.|action
À Pyrrhus.|toward
Il montre Pyrrhus.|action
À Néoptolémus.|toward
Montrant Pyrrhus.|action
À Hippias.|toward
À Déidamie.|toward
Montrant Androclide.|action
Montrant Hippias.|action
Montrant Antigone.|action
Marcellin sort.|exit
Eucherius lit.|action
La Reine se sied et fait seoir les princes et Cléomène.|action
Elle donne la main à Cresphonte.|interaction
Arcas sort.|exit
Le théâtre représente le salon assez modeste d'Arlequin. Il y a le grand fauteuil appelé confortable.|setting
Il serre le billet.|object
Il va sortir.|exit
Scapin sort.|exit
Il le rosse avec sa batte.|aggression
Se regardant dans une glace.|action
Scapin et Monsieur Dumont préparent tout.|setting
Se plaçant aux genoux de Colombine.|action
Colombine et Arlequin restent dans la même pose, jusqu'à ce que la toile, qui se baisse, empêche de les voir. L'attention du peintre et la surprise de Scapin complètent ce tableau.|narration
Air : Non je ne ferai pas, etc.|music
Air : À dîner ça me rapporte.|music
Air : De la baronne.|music
Air : Nous n'avons qu'un temps à vivre.|music
Air : La vieille méthode.|music
Air : Tic, tac, toc le verre, etc.|music
On entend le refrain de l'air suivant.|music
Air : La boulangère.|music
Air : En quatre mots.|music
Air : Cet arbre apporté de Provence.|music
Air : V des Visitandines.|music
Air : Com' v'là qu'est fait.|music
Air : V de la famille extravagante.|music
Air : Daignez m'épargner le reste.|music
Air : Ça n' se peut pas.|music
Air : De la Béquille.|music
Air : Biribi.|action
Air : Le petit mot, etc.|action
Air : V de l'Afficheur.|action
Air : Souvent je voyais sous l'ormeau.|music
Air : Je vous salue, ô végétaux !|music
Air : Après tout pour s'exprimer bien.|music
Air : Eveillez-vous, belle endormie.|music
Air : V de l'Ile des femmes.|music
Air : Mais quel art.|music
Antoine, Petit-Jean, Laforest, répètent les quatre derniers vers.|delivery
Il chante un petit motet.|delivery
La scène est divisée en deux. À droite, le cabinet du Ministre, vide au lever du rideau. À gauche, le bureau des expéditionnaires occupé par quatre employés : Choupouri, Ledrubète, Pancréas et Sainpol-Mépiè. Ces messieurs sont plongés dans l'ardeur du travail : Pancréas et Sainpol-Mépiè jouent une canette au zanzibar ; Ledrubète épluche des oeufs durs, tandis que Choupouri, gravement, s'apprend à faire le cul-de-jatte. Un téléphone relie les deux pièces l'une à l'autre.|setting
Il s'en approche.|movement
Coup d'oeil circulaire.|action
Sur la plaque.|setting
Il remet son chapeau.|object
D'une voix il fait marcher la sonnerie. Carillon chez le ministre.|action
Il va au téléphone.|setting
LES GORILLES ET LES ORANGS-OUTANGS.|music
Duo - Air de Geneviève de Brabant.|music
La célèbre académie X... Grand hall vitré. Au mur, des fleurets ; par terre, des haltères ; dans un coin, un piano ouvert. Il est onze heures du matin. Les élèves sont à leurs chevalets. Antoinette occupe la table à modèle.|setting
Protestations de quelques laborieux.|delivery
Elle enfile sa chemise.|object
À Antoinette.|toward
Lui tendant les deux mains :|object
À Philinte.|toward
Alceste essaie de placer un mot.|delivery
Les trois hommes s'assoient.|action
Alceste et Philinte échangent un coup d'oeil désespéré.|action
Lui tendant la main :|object
Alceste veut parler, mais déjà Oronte a tiré un papier de sa poche.|object
Il reprend.|delivery
À ce moment, bruit de voix à la cantonade.|narration
Se reprenant.|object
Entre Célimène.|entrance
Mutisme d'Hortense.|delivery
Mutisme de Pétard.|delivery
Nombreuses demandes.|music
PREMIER COUPLET.|music
Refrain|music
Reprise de gémissements lugubres sous les maigres doigts de l'organiste.|narration
DEUXIÈME COUPLET|music
Il se reprend.|delivery
Au boucher qui insiste et répète sans se lasser : « Ferme ta malle ! Ferme ta malle ! »|toward
TROISIÈME COUPLET.|music
Éclatant.|delivery
Fondant brusquement en larmes.|delivery
Elle sanglote.|delivery
Au comble de la joie.|delivery
Apparition de Monsieur Badin.|entrance
Il relève son pantalon.|object
La scène. Le décor représente une forêt vierge.|setting
Entrée de l'ours. Mouvement dans la salle.|entrance
À l'orchestre : roulements de tambours.|music
Coup de cymbales à l'orchestre.|music
À l'orchestre : altos et bassons.|music
À l'orchestre : motif de harpes.|music
À l'orchestre : flûtes et clarinettes.|music
Coup de cymbales.|music
À l'orchestre : pistons et trombones.|music
Comme horizon : une ceinture d'immobiles futaies qu'a dorées l'automne de tons de rouille. Comme plafond : un lourd ciel pommelé où rampent des chaos de montagnes aux crêtes argentées de blanc pur. À une centaine de pas l'un de l'autre, affectant de ne se pas voir, deux messieurs aux visages graves arpentent fiévreusement le terrain. Ils sont vêtus de noir des pieds à la tête, et, des collets dressés de leurs redingotes, ils dissimulent leurs faux-cols dont la blancheur risquerait de s'offrir, comme une cible, au visé de l'adversaire. À égale distance de chacun d'eux : le groupe des témoins. Le directeur du combat — un grand monsieur à longue barbe, de qui les mouvements de tête balancent la colonne lumineuse d'un irréprochable chapeau de soie — bourre méthodiquement un pistolet en tenant à ses assesseurs des discours fort intéressants, sans doute, mais qui s'évaporent dans le vent et dont les deux adversaires tâcheraient en vain de pénétrer le sens.|narration
Lyrique :|delivery
Et le fait est qu'il n'en finit pas, ce témoin. Terriblement lent au gré du combattant Grenouillot, lequel, les nerfs sous pression, donnerait gros pour que l'honneur fût enfin proclamé satisfait, il s'obstine, depuis dix minutes, à bourrer, d'une même baguette, le canon d'un même pistolet.Pourquoi ? On n'en sait rien.|narration
Il en a plein le dos, ce garçon ; et, à vrai dire, il y a de quoi. Soudain, la patience lui échappe ; une colère s'empare de lui, et aussi l'impérieux besoin de tenir la clef du mystère. Il s'avance à pas de loup vers le groupe des témoins, incline le buste, la main au pavillon de l'oreille, et demeure figé comme de la gelée de veau, à entendre s'exprimer dans les termes suivants qui, commis-voyageur en vin, ne laisse perdre aucune occasion de placer sa marchandise :|narration
Les deux hommes s'assooient.|action
Bougnasse se lève.|action
Il vient se placer derrière la petite tribune réservée à la défense et il commence à plaider.|setting
Il plaide.|delivery
Pétin, empoigné au collet, est amené devant le Tribunal.|aggression
La voix se perd dans l'éloignement.|delivery
La cliente sort.|exit
La porte se rouvre.|action
Elle cherche.|action
Au souffleur.|toward
Sortant.|exit
Le décor représente les gorges de Roncevaux.|setting
Il souffle.|interaction
Tumulte dans la salle.|delivery
Dans la salle, potin indescriptible : huées, sifflets aigus, cris d'oiseaux.|narration
Très affirmatif.|delivery
Il tire sa montre.|object
Tendant l'oreille.|action
Il se laisse choir sur la borne.|object
À un voisin, qui somnole dans l'angle du compartiment.|toward
Une salle à manger, trois portes dont une, au fond, donnant sur l'escalier ; une à gauche, ouvrant sur la chambre de Théodore ; la troisième, à droite, ouvrant sur l'appartement de M. Couique. À droite, un buffet à deux corps, dont la partie supérieure est praticable. En face, à gauche, une cheminée dont le tablier est levé.|setting
Hurlant.|delivery
À tue-tête.|delivery
Bruit de fer-blanc heurté.|narration
Bruit d'une clef qu'on essaie de mettre dans une serrure, la clef tombe.|narration
Même jeu.|narration
Bruit d'une porte violemment refermée.|narration
Se redressant péniblement.|action
Cependant de ses mains hésitantes d'aveugle, il heurte le bord de la table. Alors, satisfait :|delivery
Il plonge ses doigts dans l'encrier. Surpris :|interaction
Il goûte.|action
Egayé.|delivery
Ses doigts, qui errent à l'aventure, rencontrent les panneaux supérieurs du buffet.|interaction
Il ouvre tout grand le buffet, et demeure planté, s'éventant, aspirant avec délice l'haleine d'une nuit embaumée. À la fin :|action
Lutte valeureuse de Théodore avec le mot "humiliation".|action
Il sort par la droite. La scène demeure vide.|exit
Entrée en scène de Monsieur Couique, toujours en bannière et le bougeoir à la main.|entrance
Il effleure l'encrier de ses doigts.|interaction
Il plonge son doigt dans l'encrier.|interaction
La face tournée vers l'escalier.|setting
Lettre d'Aerope.|music
À Plisthène.|toward
À Théodamie.|toward
Quelques gardes sortent.|exit
À Atrée.|toward
À Thyeste.|toward
Il lui montre un billet d'Aerope.|action
Il lui donne la lettre d'Aerope.|object
Il prend la coupe de la main d'Eurysthène.|object
Il prend la coupe des mains d'Atrée.|object
À ses gardes.|toward
À Fulvie.|toward
Montrant Cicéron.|action
À Catilina.|toward
À Cicéron.|toward
À Caton.|toward
Il fait un mouvement pour se lever.|action
À Arcas.|toward
À Mélite.|toward
À Tydée.|toward
À Électre.|toward
Il veut se tuer.|aggression
À Idamante.|toward
À Érixène.|toward
À Sophronyme.|toward
À Polyclète.|toward
À Éricie.|toward
À Hélénus.|toward
À Illyrus.|toward
Il veut se retirer.|exit
À Glaucias.|toward
À Arsame.|toward
À Zénobie.|toward
À Rhadamisthe.|toward
À Hydaspe.|toward
À une partie de sa garde.|toward
À Ténésis.|toward
À Agénor.|toward
Mermécide tire un poignard, et le lève pour frapper Agénor.|aggression
À Ninias.|toward
En montrant Mermécide.|action
À Sémiramis.|toward
Apercevant le tableau des proscrits.|action
À la statue de César.|toward
À la statue de Pompée.|toward
Montrant le tableau des proscrits.|action
Il montre la statue de Pompée renversée.|action
Elle lui montre la statue de César.|action
Aux licteurs.|toward
Il s'appuie sur les débris de la statue de Pompée.|action
Il montre la statue de Pompée.|action
Il jette les yeux sur le tableau des proscriptions et il y voit son nom.|action
Il lui montre le tableau de la proscription.|action
À Tullie.|toward
Artaxerce sort.|exit
Il lui montre son poignard.|aggression
Barsine sort.|exit
Elle lui fait place.|movement
Il n'est peut-être pas hors de propos d'avertir ici le lecteur que pendant que Clitandre parle, il accable Cidalise de caresses fort tendres, qu'elle ne lui rend point tout-à-fait ; mais auxquelles elle ne s'oppose pas non plus à un certain point.|narration
Elle le serre tendrement dans ses bras.|movement
Les transports de Cidalise autorisant en quelque façon les témérités de Clitandre, il lui demande les complaisances. Comme, sans être les plus fortes que l'on puisse exiger d'une femme, elles ne laissent pas que d'être singulières, elle les lui refuse. Il les demande encore ; nouveau refus : il en est piqué, et use d'autorité avec une insolence que l'on peut dire sans exemple, ou qui du moins n'est pas bien commune, et doit apprendre aux femmes à ne pas laisser mettre quelqu'un dans leur lit si légèrement.|narration
Loin que de si violents reproches le contiennent, et que la résistance de Cidalise, qu'il doit croire très-réelle, lui donne d'autres idées, il continue d'employer la violence. Elle lui réussit ; car que fera-t-elle, et quelles sont ses ressources ? Ce n'est pas qu'elle ne lui dise qu'il est un impertinent ; mais quand une fois on a pris sur soi d'en être un, il y aurait assez peu de mérite, et moins encore de sûreté peut-être à cesser d'offenser. Il continue donc d'abuser de la supériorité de ses forces, tout indigne que cela est. Ensuite il la regarde en souriant, et d'un air aussi content que s'il eût fait les plus belles choses du monde, et veut même lui baiser la main. On n'aura pas de peine à croire qu'après ce qu'on a à lui reprocher, cette marque de reconnaissance, toute respectueuse qu'elle est, est assez froidement reçue.|narration
Clitandre prouve donc à Cidalise, qui d'abord lui demande pardon, et qui ensuite se fâche très vivement, qu'elle aurait beaucoup mieux fait de ne lui avoir pas montré de doutes. C'est en vain qu'elle lui dit qu'une plaisanterie si simple ne devrait pas avoir des suites si sérieuses. Soit qu'il en soit réellement piqué, ou qu'il la prenne pour prétexte, il est certain qu'il s'en venge. Toutes réflexions faites pourtant, il fallait bien que de façon ou d'autre cela finît, et qu'elle eût à se plaindre de lui autant que vraisemblablement elle s'en flattait.|narration
En cet endroit Clitandre doit à Cidalise les plus tendres remerciements, et les lui fait. Comme on ne peut supposer qu'il y ait parmi nos lecteurs quelqu'un qui ne se soit, ou n'ait été dans le cas d'en faire, ou d'en recevoir, ou de dire et d'entendre ces choses flatteuses et passionnées que suggère l'amour reconnaissant, ou que dicte quelquefois la nécessité d'être poli, l'on supprimera ce que les deux amants se disent ici, et l'on ose croire que le lecteur a d'autant moins à s'en plaindre, que l'on ne le prive que de quelques propos interrompus, qu'il aura plus de plaisir à composer lui-même d'après ses sentiments qu'il n'en trouverait à les lire.|narration
Il lui baise tendrement les mains.|interaction
Clitandre ne cherche à bannir les craintes de Cidalise qu'en l'accablant des plus ardentes caresses. Mais comme tout le monde peut n'avoir pas sa façon de lever les doutes, ceux de nos lecteurs à qui elle pourrait ne point paraître commode, en prendront une autre, comme de faire dire à Clitandre les plus belles choses du monde, et ce qu'ils croiront de plus fait pour rassurer une femme en pareil cas.|narration
Pour bien entendre cette exclamation, qui paraît venir à propos de rien, il est nécessaire de savoir que Clitandre tourmente toujours Cidalise de façon ou d'autre. Nouvelles propositions, nouveaux refus. Plaintes de Clitandre ; complaisance de Cidalise. Il faut au reste qu'elle se plaigne de se trouver trop sensible, et de paraître craindre que ce ne soit pour Clitandre une raison de se défier de sa constance. Car sans cela, que voudraient dire les propos qu'on va trouver ci-dessous.|narration
Nouveaux transports de Clitandre ; Cidalise s'en fâche d'abord, et finit par les partager.|delivery
Clitandre toujours plus honnête que Cidalise ne voudrait, croit devoir encore la remercier des preuves de passion qu'elle lui donne ; mais elle s'oppose si sérieusement à cette politesse, qu'il est forcé de renoncer à ses projets. Il la boude ; elle le baise, le raille sur sa prétention, et ose même lui soutenir qu'il n'est pas malheureux, pour sa vanité, qu'elle ne s'y prête pas. Ces propos le choque, il lui soutient que la vanité n'a pas autant de part, qu'elle le pense, au désir qu'il aurait de lui rendre grâces des choses obligeantes qu'elle vient de lui dire ; et comme elle s'obstine à ne le pas croire, il croit devoir lui prouver qu'il n'a pas de mensonge à se reprocher. Enfin elle lui rend justice ; mais loin d'en être plus disposée à le laisser lui marquer sa reconnaissance comme il le désirerait, elle l'assure que tout ce qu'elle peut est de le plaindre. Cette plaisanterie ne lui plaît pas, et il se plaint de la trouver si peu complaisante.|narration
