text,label
"Buttler, Isolan et Géraldin sortent.",5
Apercevant Boileau qui a entendu ces derniers vers.,0
Revenant près de Madame_Raquin.,7
Il appelle Charles.,3
AIR : Que j'estime mon cher voisin !,8
À Armande.,12
"Elle anime les Femmes sur une musique plus douce et plus légère. Les Hommes dont les sens sont aussitôt frappés à la vue des femmes, courent à elles avec tout le feu des désirs. Elles se défendent de leurs caresses et les repoussent avec modestie et fierté. On voit arriver quatre petits amours qu'on reconnaît à leurs ailes ; le premier a le casque et la cuirasse ; le second la perruque carrèe et la robe de magistrat ; le troisième est doré comme Plutus, et le quatrième n'a qu'une petite perruque ronde avec un petit manteau noir sur l'habit couleur de chair des amours. Ils s'approchent des femmes et leur présentent des guirlandes de fleurs d'un air soumis et respectueux. Ils reprochent ensuite aux hommes, par leurs gestes et leur danse pittoresque, leurs manières vives et brusques, et finissent par leur enseigner la façon dont ils doivent s'y prendre pour plaire et se faire aimer. Les hommes instruits par les amours se mettent aux genoux des femmes qui les enchaînent avec les guirlandes.",9
Buvant.,0
"Cet endroit de la prison se remplit de prisonniers délivrés et de soldats libérateurs. On a enfoncé toutes les portes. Ils s'embrassent. On entend à différents intervalles les cris de vive Henri, vive Henri ! Mêlés du bruit des tambours et des trompettes. Prisonniers Et Soldats, s'embrassant dans la prison avec âme.",9
À Mariamne.,12
"Le fiacre franchit des obstacles, disperse des piétons aux épaules rondes, et les lumières, lancées comme des boules de feu, éclatent sur ses vitres et s'éteignent.",9
En montrant sa massue.,0
"Le théâtre représente un vieux salon gothique donnant sur un parc ; portrait de famille, un meuble moderne en acajou, trois portes au fond. À droite, premier plan, table servant de bureau. Deuxième plan, porte. À gauche, premier plan, fenêtre. — Deuxième plan, grande cheminée.",11
À Léonide.,12
Lui baisant les mains.,6
Le théâtre représente une campagne coupée par le fleuve de la Seine.,11
Aux Nouveaux Couplets.,12
Lit la lettre de Palinice.,0
"La muse Polymnie qui préside aux Arts dépendant de la Géométrie, et qui a trouvé l'invention d'introduire sur le théâtre des personnages qui expriment par les actions et par les danses ce que les autres expliquent par des paroles, s'avance environnée d'un nuage qui paraît d'abord fermé, et qui s'ouvrant peu à peu découvre la Muse au milieu de plusieurs ornements de peinture et d'architecture. Elle excite ceux qui ont commencé de chanter d'une manière comique à rechercher avec soin tout ce qui l'on peut retrouver de plus noble et de plus délicat dans le chant.",9
Elle tire une bague de son doigt.,10
Il s'enfuit.,5
Le Chevalier sort du cabinet,5
Il se jette à ses pieds.,0
Hippolite sort.,5
Montrant un contrat.,0
À Phédrie et à sa troupe :,12
"Marinette, à l'oreille.",3
À Oronte et Léandre.,12
Il embrasse Marthon.,6
Il sort de la fenêtre.,5
Les deux fées portent une couronne enrichie de diamants.,10
Il lui fait voir Adraste.,0
Il lui baille quelles pierreries.,10
À Virgine bas.,12
Sanglots.,3
Revenant sur le devant de la scène.,11
Il tire un poignard.,1
Il rentre.,4
Il ferme mal la porte.,10
Les Domestiques préparent des sièges.,11
"Don Pèdre est derrière eux, qui les écoute.",0
"Elle se lève avec effort soutenue sur sa mère et sur deux religieuses. Monval reste appuyé sur le Fauteuil, la tète dans ses mains.",0
Lydie sort.,5
Des esprits entrent.,4
"Là-dessus un des sergents se leva, et parla ainsi à Pilate :",0
Il répète.,3
"Air 75 : Pour un doux baiser, aimable Bergère.",8
À Lisette.,12
"Apollon chante l'air qui a pour refrain : ""Ne m'entendez-vous pas ?"" et finit par prononcer le refrain : Ne m'entendez-vous pas ?",3
À Belton.,12
César s'assied.,0
"À Thomas, avec intention.",12
Avec volubilité.,3
À Girolamo.,12
On entend un concert de deux flûtes traversières accompagnées d'un basson.,8
Elle pousse la porte de l'armoire qui se referme.,0
Air : Turelurelure flon flon.,8
À son mari.,12
"Le mousse prend un cordage fin et long et en donne un bout à La Béjart et l'autre à Molière. Tout en dansant et en saluant, ils procèdent à l'attachement de La Forest qui ne bouge pas. Puis, ils font l'inverse et saluent profondément en regardant leurs chaussures. La musique s'arrête. On n'entend plus le canon. Le chef indien salue, fait signe au second de repartir. Les deux se retirent. Les comédiens et matelots restent un moment dans leur pause de révérence.",9
Toutes les dames regardent soudain le visage du Chambellan.,0
Merlin sort.,5
Le couvre-feu sonne.,0
"AIR : Ton humeur est, Catherine.",8
AIR : La faridondaine.,8
La tempête s'apaise.,9
À Mlle Lancy.,12
On lui passe un chapeau.,10
Il regarde les papiers.,0
Air : J'ai senti pour vous seule,8
"Il va pour choquer son verre contre celui d'Inès, qui laisse tomber le sien.",0
Entrant au Théâtre.,4
Lui présentant sa lettre.,10
Le théâtre représente une salle bien meublée.,11
Elle va pour s'en aller.,7
Montrant la corbeille.,0
"Air : Jeunes amants, cueillez des fleurs.",8
On tire le rideau.,11
On entend les violons.,8
Clorimant sort.,5
Murmures chez les acteurs.,3
Lui mettant la main sous le menton.,6
Ils choquent leurs verres.,6
"Il sort, ensuite on voit passer le Czar et l'Armée russe poursuivant les Polonais.",5
"La princesse continue, après que la confidente a lu.",3
Cérès répète ce dernier vers.,3
Elles sortent toutes deux par des portes opposées.,5
Air : Si vous pouviez lui faire quelque pièce.,8
Entre un valet.,4
Montrant la porte de Theocrite.,0
Air : Tu n'as pas le pouvoir,8
Décachetant la lettre.,0
"Pendant le cours de cette scène les Acteurs et Actrices arrivent l'un après l'autre, et se font mutuellement signe de ne point interrompre la conversation de la Concierge.",4
Toutes les battent.,1
Il prend tout.,10
Même air que le Couplet précédent.,8
Montrant le bras en écharpe.,0
"Il lui donnent le bras. Le seigneur, le prieur et le bailli s'avancent.",6
Azakia hésitante.,3
Air : Vaudeville du jaloux malade.,8
Air : Je donnerais les revenus.,8
Aux auditeurs.,12
Il le lui donne.,10
AIR. Le masque tombe.,8
Il tire un écrin.,0
Air 22. Changement pique l'appétit.,8
Lisidas paraît.,4
À Circé.,12
"Un bureau d'agent de change. Beaucoup de mouvement et d'animation. Commis légers, gamins et sans scrupules. Ils jouent à la Bourse et entretiennent des femmes. Charpentier pour eux est resté un niais, un piocheur, un commis d'autrefois qui couche avec sa blanchisseuse. Ils ne savent rien. Arrivée de Mme Charpentier. Elle ne se nomme pas. Elle veut voir le patron. On se moque d'elle.",9
"Autour du buste de Pierre Corneille, sont groupés les acteurs qui viennent de jouer le Cid ; une jeune femme, vêtue à la mode du dernier printemps, entre en scène et s'avance vers les comédiens.",11
Vers Mars.,12
AIR : O reguingué.,8
À Grisette.,12
À Brécourt.,12
À Julie.,12
Embrassant Colombinette.,6
Il montre Almaviva.,0
Air : De la Croisée.,8
"Elle l'embrasse, les jeunes filles s'embrassent de même.",6
Air : Trouver le bonheur en famille.,8
Air : Le premier jour du mois de mai,8
À Monsieur de Montchesne.,12
"DÉCORATION DU IIe ACTE. L'Art et la Nature ont également part à ce qui fait la décoration de cet acte. Cette grande montagne qui a paru dans le premier, s'abîme d'une manière aussi surprenante qu'elle s'était élevée, et laisse paraître en sa place un Jardin rempli de berceaux, de fontaines, de plantes, de fleurs, de vases, sur lesquels sont des Enfants montés sur des cygnes qui jettent de l'eau. On y voit encore d'autres vases de porcelaine, de terre ciselée, et de marbre blanc. Les ornements en sont d'or, et ces vases sont remplis d'orangers, d'arbres fruitiers, et de fleurs naturelles.",11
"Le théâtre représente une place de Venise, environnée de palais magnifiques, où se rendent quantités de canaux couverts de gondoles.",11
"À peine Mademoiselle de Saint-Yves a-t-elle vu disparaitre Monsieur de Kerkabon et son amie, qu'elle s'aperçoit du danger où l'expose un tête à tête, surtout avec un amant aussi passionné que le sien. Embarrassée, émue, elle ne sait quelle conduite tenir, et croit que le plus sûr est de se retirer. L'ardent Kerkabon, assuré de l'éloignement des personnages précédents, revient en scène au moment où son amante se dispose à la quitter : étonné de ce mouvement, qu'il prend pour de l'indifférence, il s'en afflige. L'aimable de Saint-Yves croit devoir le rassurer sur une crainte injuste, et qui l'offense elle-même. Il lui baise vivement la main pour la remercier. Elle frissonne, et le prie de ne point abuser de la confiance qu'elle lui témoigne en restant seule avec lui.",9
Il avale la Médecine.,0
Elle sort de la fenêtre.,5
Au palais des Soderini.,11
Entrée de deux Officiers et d’une Paysanne.,4
À ses gens.,12
Il lui jette l'ours.,10
Elle le serre tendrement dans ses bras.,7
À madame Lanoue.,12
Air 136 : L'autre nuit j'aperçus en songe.,8
AIR : On vit sortir d'une grotte profonde.,8
À Thérèse.,12
Air : Le magistrat irréprochable.,8
Elle se touche le front.,6
"Il chante, et poursuit après avoir chanté.",3
Fin de l'Air : des Voyelles anciennes.,8
Ici Camille aide à armer Aristandre sur le théâtre.,10
Dorine sort.,5
Elle écoute.,0
À Zinca.,12
Devers Arimant.,12
Second couplet,8
Elle fait quelques pas vers le milieu de la scène et elle remarque l'écharpe qu'elle a sur elle.,7
Il lui prend un baiser.,6
Air : Le premier jour de mai,8
À Ariste.,12
L'Amour et la Jeunesse s'en vont avec le Maure.,5
AIR : Lere la.,8
Et puis voyant son mouchoir entre les mains d'Arlequin.,0
Même jeu.,0
Il s'asseoit.,0
À Phénice.,12
AIR 18. ( Menuet de Grandval. ),8
"Elle arrive par la porte de droite, et va d'abord écouter au pan de la cloison.",4
Phérore entre.,5
"Dorante, à Damis.",12
Feignant de lire sur la lettre ce qu'il dit.,0
Duparc ôte le mouchoir et tourne le chapeau de façon à montrer à ses camarades ce qui est dedans.,0
"STANISLAS, habit noir, gilet en coeur ; gardenia à la boutonnière.",10
À Orphise.,12
Il ramasse les manuscrits épars.,10
Elle lui ferme la fenêtre au nez.,10
I. Entrée d'un Flamand et d'une Flamande.,8
AIR : Le bon branle.,8
"Le théâtre représente une mer et des rochers d'un côté, et de l'autre quelques arbres et des maisons.",11
Au prince.,12
Elle frappe.,0
À Scapin.,12
"Ils approchent, jusqu'à toucher leurs épées, que le Gouverneur sépare en se mettant entre eux deux.",1
Elle crie.,3
Levant les yeux et apercevant Girolamo devant lui.,0
"Air : Vous qui vous moquez, par vos ris.",8
"Le théâtre change, et représente l'appartement du Prince.",11
"Air : Margoton, mamie.",8
À lui même.,12
AIR. Tu croyais en aimant Collette.,8
Elle regarde la première page.,0
Air : Vaudeville de l'Officier de fortune.,8
Il se frappe.,1
Auguste la rejoint.,7
Il ouvre une fenêtre.,0
"Ici arrive une sage-femme du voisinage qui soutient qu'elle a entendu les cris d'une fille qui veut accoucher ; qu'elle s'y connaît. Elle soutient que Gilles est une fille déguisée, laquelle a été débauchée par le maître, qui y est très sujet. Elle veut visiter Gilles. On la chasse.",9
En montrant Frédéric.,0
Parlant à Athénaïs.,12
Air : de M. La Ruette. N° 6.,8
AIR. Dans nos hameaux la paix et l'innocence.,8
Air : Eh quoi ! Déjà je vois le jour.,8
Il se touche la tête.,6
Il ramasse son pardessus.,10
Il prépare ce qu'il faut pour écrire.,0
Elle parle au corps dont les parties se sont rejointes.,12
En frappant de sa gaule sur sa jambe par bravade.,1
"Elle sort, avec Finette et son autre femme.",5
À Agathe et à Lisette.,12
Il jette les yeux sur le tableau des proscriptions et il y voit son nom.,0
"Pyrrha, éveillée aux cris d'Apollon, se lève brusquement et voit son mari. Le mari regarde sa femme, comme un homme en extase. L'étonnement de la femme n'est pas moindre. La surprise réciproque donne lieu à une scène muette et comique.",0
Air : Vaudeville du Sauvage.,8
Air De Lustucru.,8
"Son amante, éplorée, lit l'arrêt du coupable dans les yeux de son père, et détourne la vue, en cachant sa figure avec ses mains. Monsieur de Saint-Yves ordonne à l'officier de saisir le ravisseur. Kerkabon se lève, pour obéir de lui-même à cet ordre ; sa maîtresse s'y oppose : l'oncle et la tante gémissent à part d'un acte de rigueur, que l'imprudent neveu n'a que trop mérité.",9
Il la fait relever.,0
AIR : Du Vaudeville des chasseurs.,8
"I. MENUET dansé par Mlles Jouvenot, La Motte et Labatte.",8
Il est frappé derechef.,1
"Thécla sort avec Tersky et tous les autres, excepté Buttler et Isolan.",5
"Le Commandeur, l'Abbé, l'embrassent ; Victoire lui baise les mains.",6
Prenant la seconde.,10
Marche guerrière.,8
Entre la Bonne.,4
À part lui.,2
"Elle sort d'un côté, et Périandre vient de l'autre.",5
AIR. De l'Amour tout subit les lois.,8
Le Baron rentre du côté de la maison.,5
Victor et Clémence s'embrassent.,6
Air : Je veux être son époux.,8
Ici Filemon rentre chez Léandre.,5
Frédéric sort.,5
Il entre.,4
Se relevant vivement.,0
"On joue la Marche de Coresus, sur l'air, Faites décrotter vos souliers.",8
Montrant sa veste.,0
Il veut encore prendre son épée.,1
"Le Théâtre représente un salon et un cabinet sur le devant de la scène, dispose de façon à laisser voir au public ce qui s'y passe.",11
"La décoration du théâtre représente une grande forêt. On voit dans les eûtes des ailes du théâtre quantité de sauteurs, sur des piédestaux. Après que les hautbois ont joué une ouverture fort agréable, on voit paraître un acteur, sous le nom de MERLIN.",11
À Aglaé.,12
Air 2O1. Marche des Dragons.,8
Donnant un petit paquet à Grand-Pierre.,10
À Madame Leblanc.,12
Il met encore un rouleau de vingt-cinq louis sur la table.,10
Duparc et Pierrette sortent.,5
"Là, ils recommencent de le battre.",1
Carlos sort.,5
Mademoiselle Aubry rit aux éclats.,3
En fureur.,3
Il prend Fanchon et Margot par dessous le bras. Geneviève prend Margot.,6
En montrant le Marquis.,0
Il lui montre la boite.,0
Air de Téniers.,8
Au Baron.,12
"AIR. De Joconde, etc.",8
Aux Cyclopes.,12
Il se revêt de l'habit du Comte.,10
À Merlin.,12
"Polichinelle, dans la nuit, vient pour donner une sérénade à sa maîtresse. Il est interrompu d'abord par des violons, contre lesquels il se met en colère, et ensuite par le Guet, composé de musiciens et de danseurs.",4
AIR 114. ( Vaudeville des Fétes du Cours. ),8
À Géronte avec son ton naturel.,12
Furibon sort ; et Thibaut emmène les meuniers.,5
"Le lieu de la scène est un amphithéâtre, au-delà duquel on voit le temple de Jupiter.",11
Les Bergers et Bergères voyant venir Arlequin se retirent.,5
Il veut tirer son poignard.,1
Air : du Méléagre champenois.,8
Au Semainier.,12
Vers d'Alcandre à Circeine.,8
Le théâtre représente le camp de Henri. Le roi est dans une tente plus élevée que celles qui sont autour. Des soldats montent la garde aux environs.,11
"DÉCORATION DU CINQUIÈME ACTE. Ce dernier spectacle présente à la vue une forêt épaisse, composée de divers arbres entrelacés ensemble, et si touffus qu'il est aisé de juger que le respect qu'on porte au dieu Mars, à qui elle est consacrée, fait qu'on n'ose en couper aucune branche, ni même brosser au travers : les trophées d'armes appendus en haut de la plupart des arbres marquent encore plus particulièrement qu'elle appartient à ce dieu. La Toison d'or est sur le plus élevé, qu'on voit seul de son rang, au milieu de cette forêt, et la perspective du fond fait paraître en éloignement la rivière du Phase, avec le navire Argo, qui semble n'attendre plus que Jason et sa conquête pour partir.",11
"Les enfants se serrent contre leur papa, qui retire aussi ses jambes et continue avec la voix moins assurée.",7
On entend résonner une contre-basse dans le cabinet.,9
"Il se jette au cou de son père qui se laisse embrasser avec un peu de mauvaise grâce, mais lui rend son baiser. Molière se dirige ensuite vers Cressé et La Couture qui l'attendent au fond du théâtre.",9
Et puis voyant Eraste avec sa livrée.,0
Elle r'etttre.,5
Elle se trouve au milieu et tourne le dos à Mirval.,11
SECONDE ENTRÉE. OVIDE.,8
Air : À notre bonheur l'Amour préside.,8
Et puis Silvia dit à la Fée :,12
Elle fait quelques pas pour s'en aller.,7
Montrant le tableau des proscrits.,0
"À Finette, en se levant de sa toilette.",12
Les présentant l'un à l'autre.,0
On entend des éclats de rire.,3
Elle lui lève ses robes de chambre l'une après l'autre.,10
Apercevant Nelton.,0
Après avoir jeté un coup d'oeil.,0
Air : Mon petit doigt me l'a dit.,8
On rapporte le miroir.,11
Il s'en va avec le panier sur la tête.,5
AIR : Des fraises.,8
"Air 86 Je fuis un bon Soldat : Ti , ta, ta !",8
"Les jeux, les plaisirs et les grâces paraissent.",4
STANCES EN DIALOGUE.,8
Rosette lui donne un fauteuil.,0
"À Monsieur Mathieu, au commissaire et au notaire.",12
Alidor lit la lettre entre les mains d'Angélique.,0
Montrant Monsieur Carondas.,0
À Totinet.,12
À Armide.,12
SCÈNE PREMIÈRE.,8
"Dans le temps que les deux Africains veulent puiser de l'eau, le Dragon s'élance sur eux, et les entraîne.",9
À Valère et à Henriette.,12
À Louis.,12
À la Critique.,12
AIR : Carillon de Mélusine.,8
Voyant arriver Zéronès.,0
Les deux Gorgones veulent attaquer Persée ; mais la vertu secrète du casque qu'il porte les empêche de le voir.,1
"Perillo, en sortant, rencontre Minuccio et échange quelques mots avec lui.",5
TRADUCTION DE L'AIR ITALIEN.,8
Il les ramène en groupe.,7
Il les pousse tous les trois.,6
Il lui dit encore sur le même air.,8
À Straton.,12
"Au moment où elle passe machinalement sa main par la fente de son jupon , pour la porter sur un endroit où une puce la mord.",6
Il aperçoit le notaire.,0
Apercevant la Comtesse.,0
"Un Musicien italien se joint à la Musicienne italienne, et chante avec elle les paroles qui suivent :",3
Il frappe du pied.,0
Il va jusqu'à la porte.,11
AIR. À l'ombre de ce vert bocage.,8
"Entre Fra-Ambrosiod'un air agité, et en désordre.",4
Air : Il a voulu.,8
Blanche sort par la porte de gauche.,5
"Le théâtre représente les portiques d'un temple, des tours sur les côtés, des cyprès sur le devant.",11
"Le théâtre représente une salle meublée dans le costume du temps : on y voit deux portes. L'une est fermée, l'autre est entr'ouverte. Cette dernière donne dans une autre chambre qu'on entrevoit. Ce logement fait partie de la maison d'Hilaire.",11
"Sur un signe de Berthe, les jeunes filles s'approchent d'Antoinette.",7
Air : J'ai vu partout mes voyages.,8
Reprenant du papier et une plume.,10
Lucidor lui ôte le papier.,10
Il tire un mouchoir de sa poche.,10
Elle ouvre les tablettes.,0
AIR. De l'amour tout subit les lois. Du ballet des Sens.,8
Elle lui jette un masque.,10
Air. On dit que vous aimez les fleurs.,8
AIR : De quoi vous plaignez-vous,8
À Silène.,12
Tirant un poignard.,1
Antistrophe VII.,8
Montrant Pierrot.,0
BRANLE.,8
Le Capitan seul.,2
Il lui jette le sac.,10
Montrant la fenêtre qui n'est pas éclairée.,0
Au petit des Vertus.,12
OEnone rentre.,5
Il s'assoit à côté de Lorenzo.,0
À Licinius.,12
À Conille.,12
Il tire sa montre.,0
Le garde sort.,5
